0,n,10,a barrel holding vinegar in which cucumbers are pickled,
124250,03403437,n,10,a movable barrier on the starting line of a race course,
124251,03403570,n,10,a steel-making furnace in which an electric arc provides the source of heat,"1787,1794"
124252,03403750,n,10,the building in which a state legislature meets,2415
124253,03403854,n,10,a prison maintained by a state of the U.S.,1802
124254,03403955,n,10,a cord attached the pack of a parachute to an aircraft to open the parachute after the jumper is clear of the plane,
124255,03404147,n,10,an instrument used to measure static pressure in a stream of fluid,1951
124258,03404795,n,10,stationary part of a motor or generator in or around which the rotor revolves,2098
124259,03405014,n,10,a sculpture representing a human or animal,2459
124260,03405145,n,10,a large monumental statue symbolizing liberty on Liberty Island in New York Harbor,"2459,2772"
124261,03405309,n,10,one of several thin pieces of wood forming the sides of a barrel or bucket,2415
124262,03405460,n,10,(nautical) a heavy rope or wire cable used as a support for a mast or spar,1942
124263,03405621,n,10,a thin strip of metal or bone that is used to stiffen a garment (e.g. a corset),1787
124264,03405751,n,10,any sail set on a stay (as between two masts),"1787,1942"
124265,03405851,n,10,a restaurant that specializes in steaks,"1707,2415,2772"
124266,03405959,n,10,a sharp table knife used in eating steak,1957
124268,03406281,n,10,a boat propelled by a steam engine,1942
124269,03406371,n,10,the chamber from which steam is distributed to a cylinder,2098
124270,03406505,n,10,heat is used to raise steam which either turns a turbine or forces a piston to move up and down in a cylinder,"1940,1942,2098"
124271,03406768,n,10,a ship powered by one or more steam engines,1942
124272,03406932,n,10,a heating system in which steam is generated in boilers and piped to radiators,"2279,2415"
124273,03407083,n,10,a pressing iron that can emit steam,2353
124274,03407175,n,10,a pipe conducting steam,2306
124275,03407255,n,10,a locomotive powered by a steam engine,1940
124276,03407394,n,10,equipped with heavy wide smooth rollers for compacting roads and pavements,1946
124277,03407540,n,10,an organization responsible for the operation of a fleet of steamships,"1753,1946"
124278,03407709,n,10,a power shovel that is driven by steam,"1787,2415"
124279,03407806,n,10,steam strikes blades and makes them turn,2098
124281,03408089,n,10,a ridged steel rod used to sharpen knives,1787
124282,03408182,n,10,a steel bridge constructed in the form of an arch,1946
124284,03408572,n,10,a steel plate that has been engraved,1787
124285,03408670,n,10,an impression taken from an engraved steel plate,2518
124286,03408780,n,10,a factory where steel is made,"1787,1794,2446"
124287,03408954,n,10,a plate of steel,1957
124288,03409028,n,10,pad of steel wool used for polishing or smoothing,2415
124289,03409138,n,10,a portable balance consisting of a pivoted bar with arms of unequal length,1951
124291,03409484,n,10,the cheapest accommodations on a passenger ship,"2415,2772"
124292,03409586,n,10,a gear that couples the the steering wheel to the steering linkage of a motor vehicle,2098
124257,03404663,n,10,a representation of the 14 stages in Christ's journey to Calvary,1565
150632,07575603,n,10,someone who communicates by signals,2516
150633,07575759,n,10,a railroad employee in charge of signals and point in a railroad yard,"1940,2516"
150634,07575902,n,10,someone who signs and is bound by a document,1802
124330,03415929,n,10,"the merchandise that a shop has on hand: ""they carried a vast inventory of hardware""",2872
124294,03410047,n,10,a mechanism by which something is steered (especially a motor vehicle),2098
124328,03415236,n,10,a hand-operated reciprocating pump; used in fighting fires,2098
124332,03416299,n,10,"the handle of a handgun or the butt end of a rifle or shotgun or part of the support of a machine gun or artillery gun: ""the rifle had been fitted with a special stock""",1781
124333,03416642,n,10,"wood used in the construction of something: ""they will cut round stock to 1-inch diameter""",2415
124324,03414609,n,10,"one of two stout poles with foot rests in the middle; used for walking high above the ground: ""he was so tall I thought he was on stilts""",
124335,03416899,n,10,latticed sides; for transporting livestock,1940
124337,03417119,n,10,"a car kept in dealers"" stock for regular sales",1946
124339,03417484,n,10,"used especially for infants"" wear and undergarments",1787
124342,03418038,n,10,"anything constantly used as part of a profession or occupation: ""friendliness is the salesman's stock in trade""",
124345,03418423,n,10,an ornamented saddle used by cowboys; has a high horn to hold the lariat,"1948,2651"
124327,03415110,n,10,metal loops into which rider's feet go,2651
124295,03410311,n,10,a handwheel that is used for steering,"1787,2098"
124296,03410436,n,10,an ancient upright stone slab bearing markings,2415
124297,03410560,n,10,the tube of a tobacco pipe,2306
124298,03410656,n,10,a watch that is wound by turning a knob at the stem,1951
124299,03410765,n,10,a sheet perforated with printing through which ink or paint can pass to create a printed pattern,1422
124301,03411146,n,10,a transformer that reduces voltage,2284
124302,03411248,n,10,a folding portable ladder hinged at the top,
124303,03411362,n,10,a stool that has one or two steps that fold under the seat,2410
124304,03411477,n,10,a transformer that increases voltage,2284
124305,03411597,n,10,two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound,2107
124306,03411818,n,10,two photographs taken from slightly different angles that appear three-dimensional when viewed together,2527
124307,03412041,n,10,an optical device for viewing stereoscopic photographs,2102
124308,03412153,n,10,the rear part of a ship,1942
124309,03412322,n,10,a gun able to fire astern at a ship in chase,1781
124310,03412425,n,10,(nautical) the principal upright timber at the stern of a vessel,1942
124311,03412545,n,10,a vessel having a stern paddle wheel,1942
124312,03412640,n,10,a medical instrument for listening to the sounds generated inside the body,2232
124313,03412772,n,10,a saucepan used for stewing,1957
124315,03413217,n,10,a lever used by a pilot to control the ailerons and elevators of an airplane,"1942,2415"
124316,03413372,n,10,a decorative pin that is worn in a necktie,2474
124317,03413469,n,10,a vertical member in a door or window frame,2415
124318,03413564,n,10,a small dagger with a tapered blade,1781
124321,03414104,n,10,a painting of inanimate objects such as fruit or flowers,2511
124323,03414446,n,10,a large pipe wrench with L-shaped adjustable jaws that tighten as pressure on the handle is increased,"1787,2415"
124325,03414798,n,10,a drug that temporarily quickens some vital process,2248
124326,03414977,n,10,a small bomb designed to give off a foul odor when it explodes,2110
124329,03415353,n,10,a link or loop or knot made by drawing a threaded needle through a fabric,2425
124334,03416784,n,10,a fence made of a line of stout posts set firmly for defense,1781
124336,03416996,n,10,a racing car with the basic chassis of a commercially available car,"1946,2651"
124338,03417221,n,10,an exchange where security trading is conducted by professional stockbrokers,"1769,1787"
124340,03417605,n,10,"alternate rows of knit stitches and purl stitches, producing a fabric as for stockings",2425
124343,03418210,n,10,a pot used for preparing soup stock,1957
124344,03418300,n,10,room for storing goods and supplies used in a business,2415
124346,03418590,n,10,"enclosure where cattle, pigs, horses, or sheep are kept temporarily",2338
124347,03418713,n,10,(nautical) chamber or compartment in which the furnaces of a ship are stoked or fired,1942
124348,03418877,n,10,a wide scarf worn about their shoulders by women,2875
124349,03418977,n,10,a V-shaped panel of stiff material worn over the chest and stomach in the 16th century,2875
124350,03419119,n,10,a suction pump used to remove the contents of the stomach,2098
124319,03413654,n,10,an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed,1787
150635,07576083,n,10,someone who can use sign language to communicate,1969
150636,07576184,n,10,someone who paints signs and billboards etc.,2511
124382,03424077,n,10,a short straight stiff piece of wire with a pointed end; used to fasten piEces of cloth or paper together,
124353,03419795,n,10,"is high-fired, vitrified and nonporous",2446
124391,03425661,n,10,a loop of leather suspended from the ceiling of bus or train; passengers hold onto it,
124395,03426236,n,10,"a thoroughfare (usually including sidewalks) that is lined with buildings; ""they walked the streets of the small town""; ""he lives on Nassau Street""","1707,1946"
124397,03426879,n,10,"a car that runs on rails and is propelled by electricity: """"tram"" and ""tramcar"" are British terms""","1707,1753,1946"
124399,03427285,n,10,a light supported on a lamppost; for illuminating a street,"1707,2446"
124404,03428143,n,10,a litter for transporting people who are ill or wounded or dead; usually consists of a sheet of canvas stretched between two poles,1946
124367,03421885,n,10,"a depository for goods: ""storehouses were built close to the docks""","2446,2872"
124354,03419889,n,10,masonry made of stone,
124355,03419984,n,10,a simple seat without a back or arms,2410
124356,03420198,n,10,a dummy pigeon used to decoy others,
124357,03420292,n,10,small porch or set of steps at the front entrance of a house,2415
