,d0826,deportatorius,a,0,aps---mn1-,deportatori deportatori deportatori,deportatorius
53396,53396,pollulum,n,0,n-s---nn2-,pollul,pollulum
53417,53417,adcola,n,0,n-s---cn1-,adcol,adcola
53385,c1294,calidaria,n,0,n-s---fn1-,calidari,calidaria
53386,c0707,carroballista,n,0,n-s---fn1-,carroballist,carroballista
53387,c2052,clatratus,a,0,aps---mn1-,clatrat clatrat clatrat,clatratus
53445,c2061,claudigo,n,0,n-s---fn3-,claudigin,claudigo
53397,c2209,coaggero,v,0,v1spia--1-,coagger coaggerau coaggerat,coaggero
53449,c3183,condormio,v,0,v1spia--4-,condorm condormiu condormit,condormio
53388,d0158,decemscalmus,a,0,aps---mn1-,decemscalm decemscalm decemscalm,decemscalmus
53382,e0373,elugeo,v,0,v1spia--2-,elu elu elut,elugeo
53421,f9935,fraterculus,n,0,n-s---mn2-,fratercul,fraterculus
53452,h0399,hinnuleus,n,0,n-s---mn2-,hinnule,hinnuleus
53418,i0751,inambitiosus,a,0,aps---mn1-,inambitios inambitios inambitios,inambitiosus
53458,i1647,infrequentia,n,0,n-s---fn1-,infrequenti,infrequentia
53440,l1200,lupula,n,0,n-s---fn1-,lupul,lupula
53414,n9038,narrator,n,0,n-s---mn3-,narrat,narrator
53416,r0076,rapulum,n,0,n-s---nn2-,rapul,rapulum
53398,r0637,reuocamen,n,0,n-s---nn3-,reuocamin,reuocamen
53427,r0718,rigatio,n,0,n-s---fn3-,rigation,rigatio
53409,s0655,sciolus,n,0,n-s---mn2-,sciol,sciolus
53534,c2509,colossicus,a,0,aps---mn1-,colossic colossic colossic,colossicus
53513,t0843,tormina,n,1,n-p---nn3-,tormin,tormina
53474,a3716,assuefio,v,0,v1spia--1-,assuef - assuefact,assuefio
53517,53517,bacalarius,n,0,n-s---mn2-,bacalari,bacalarius
53528,p2240,plagium,n,0,n-s---nn2-,plagi,plagium
53530,53530,berullus,n,0,n-s---mn2-,berull,berullus
53482,53482,conchuela,n,0,n-s---fn1-,conchuel,conchuela
53487,53487,conlacrimatio,n,0,n-s---fn3-,conlacrimation,conlacrimatio
53519,53519,diasostes,n,0,n-s---mn1-,diasost,diasostes
53503,53503,dissupo,v,0,v1spia--1-,dissup dissupau dissupat,dissupo
53520,53520,egens,n,0,n-s---cn3-,diasost,egens
53497,53497,flagranter,r,0,rp--------,flagrantius flagrantissime,flagranter
53468,53468,foederatus,a,0,aps---mn1-,foederat foederat foederat,foederatus
53464,53464,generatrum,n,0,n-s---nn2-,generatr,generatrum
53500,53500,hoedus,n,0,n-s---mn2-,hoed,hoedus
53472,53472,inlibatus,a,0,aps---mn1-,inlibat inlibat inlibat,inlibatus
53506,53506,inornate,r,0,rp--------,inornatius inornatissime,inornate
53496,53496,magnificabiliter,r,0,rp--------,,magnificabiliter
53489,53489,morua,n,0,n-s---fn1-,moru,morua
53516,53516,myrtillus,n,0,n-s---mn2-,myrtill,myrtillus
53470,53470,obstitus,a,0,aps---mn1-,peregrinitat peregrinitat peregrinitat,obstitus
53505,53505,peraccedo,v,0,v1spia--3-,peracced peraccess peraccess,peraccedo
53466,53466,phala,n,0,n-s---fn1-,phal,phala
53508,c0511,capitatio,n,0,n-s---fn3-,capitation,capitatio
53527,53527,plicato,r,0,rp--------,,plicato
53521,53521,posthaec,r,0,rp--------,,posthaec
53499,53499,professus,a,0,aps---mn1-,ignaui ignaui ignaui,professus
53483,53483,quotomus,a,0,aps---mn1-,quotom quotom quotom,quotomus
53495,c2670,commilitium,n,0,n-s---nn2-,commiliti,commilitium
53510,53510,salmoneus,a,0,aps---mn1-,salmone salmone salmone,salmoneus
53481,53481,sordidatus,a,0,aps---mn1-,sordidat sordidat sordidat,sordidatus
53461,c2808,compellatio,n,0,n-s---fn3-,compellation,compellatio
53524,c3262,confixio,n,0,n-s---fn3-,confixion,confixio
53476,c3357,congermanus,a,0,aps---mn1-,congerman congerman congerman,congermanus
53486,c3873,conuenticium,n,0,n-s---nn2-,conuentici,conuenticium
53502,c4673,curago,v,0,v1spia--3-,curag cureg curact,curago
53514,d1067,desursum,r,0,rp--------,,desursum
53465,d2154,domiporta,n,0,n-s---fn1-,domiport,domiporta
53504,e0923,errator,n,0,n-s---mn3-,errat,errator
53525,e1091,euigilo,v,0,v1spia--1-,euigil euigilau euigilat,euigilo
53526,f0069,facunditas,n,0,n-s---fn3-,facunditat,facunditas
53498,i0122,ignauia,n,0,n-s---fn1-,ignaui,ignauia
53493,i0481,imperatorius,a,0,aps---mn1-,imperator imperator imperator,imperatorius
53501,i2611,introrsum,r,0,rp--------,-,introrsum
53469,p1061,peregrinitas,n,0,n-s---fn3-,peregrinitat,peregrinitas
53478,53478,urbicus,n,0,n-s---mn2-,urbic,urbicus
53491,p2847,praecipito,v,0,v1spia--1-,praecipit praecipitau praecipitat,praecipito
53515,q0137,quapropter,r,0,rp--------,,quapropter
53532,r0319,regulatim,r,0,rp--------,,regulatim
53485,r0679,rho,n,0,n-s---fn--,rho,rho
53509,r1470,rodo,v,0,v1spia--3-,rod ros ros,rodo
53467,s1888,soleatus,a,0,aps---mn1-,soleat soleat soleat,soleatus
53473,t1734,tumultuarius,a,0,aps---mn1-,tumult tumult tumult,tumultuarius
53462,a0550,ademptio,n,0,n-s---fn3-,ademption,ademptio
53577,p0277,pappus,n,0,n-s---mn2-,papp,pappus
53567,53567,aratro,v,0,v1spia--1-,aratr aratrau aratrat,aratro
53566,53566,blauus,a,0,aps---mn1-,blau blau blau,blauus
53605,53605,casce,r,0,rp--------,,casce
53598,53598,conmitigo,v,0,v1spia--1-,conmitig conmitigau conmitigat,conmitigo
53593,53593,cotyla,n,0,n-s---fn1-,cotyl,cotyla
53537,53537,craticulus,a,0,aps---mn1-,craticul craticul craticul,craticulus
53589,53589,cruciata,n,0,n-s---fn1-,cruciat,cruciata
53584,53584,decalicator,n,0,n-s---mn3-,decalicator,decalicator
53573,a1082,afficticius,a,0,aps---mn1-,affictici affictici affictici,afficticius
53548,a1596,amator,n,0,n-s---mn3-,amator,amator
53553,a7035,animalitas,n,0,n-s---fn3-,animalitat,animalitas
53591,53591,diapanton,r,0,rp--------,,diapanton
53579,53579,heroicitas,n,0,n-s---fn3-,heroicitat,heroicitas
53587,53587,inreuerenter,r,0,rp--------,,inreuerenter
53576,a2459,apozema,n,0,n-s---nn3-,apozemat,apozema
53606,53606,macrocosmicus,a,0,aps---mn1-,macrocosmic macrocosmic macrocosmic,macrocosmicus
53570,f0819,forfex,n,0,n-s---fn3-,forfic,forfex
62771,62771,Xanthus,n,0,n-s---mn2-,Xanth,Xanthus
53578,a2887,armita,n,0,n-s---fn1-,armit,armita
53571,53571,memoranculum,n,0,n-s---nn2-,memorancul,memoranculum
53544,53544,parcometrum,n,0,n-s---nn2-,parcometr,parcometrum
53545,53545,pelliceus,a,0,aps---mn1-,pellice pellice pellice,pelliceus
53575,53575,praeustus,a,0,aps---mn1-,praeust praeust praeust,praeustus
53562,b0208,batiola,n,0,n-s---fn1-,batiol,batiola
53560,53560,puelus,n,0,n-s---mn2-,puel,puelus
53542,53542,quandoquidem,r,0,rp--------,,quandoquidem
53581,53581,quantulus,a,0,aps---mn1-,quantul quantul quantul,quantulus
53580,b0561,botronatus,n,0,n-s---mn4-,botronat,botronatus
53602,53602,sapiencia,n,0,n-s---fn1-,sapienci,sapiencia
53604,53604,septuaginta,n,0,n-s---fn1-,septuagesim septuagen septuag,septuaginta
53538,53538,Apua,n,0,n-s---fn1-,Apu,Apua
53597,c0877,cateno,v,0,v1spia--1-,caten catenau catenat,cateno
53594,c3283,confloreo,v,0,v1spia--2-,conflor confloru -,confloreo
53540,c3378,conglutinatio,n,0,n-s---fn3-,conglutination,conglutinatio
53583,53583,transpito,v,0,v1spia--1-,transpit transpitau transpitat,transpito
53551,53551,typologia,n,0,n-s---fn1-,typologi,typologia
53535,53535,uapulatio,n,0,n-s---fn3-,uapulation,uapulatio
53592,s1393,serpentipes,n,0,n-s---mn3-,serpentiped serpentiped serpentiped,serpentipes
53552,53552,adominatio,n,0,n-s---fn3-,adomination,adominatio
53565,d0832,depositiuus,a,0,aps---mn1-,depositiu depositiu depositiu,depositiuus
53546,d1037,destrictarium,n,0,n-s---nn2-,destrictari,destrictarium
53596,d1689,directura,n,0,n-s---fn1-,directur,directura
53595,e9234,eiulabundus,a,0,aps---mn1-,conflor conflor conflor,eiulabundus
53550,h0155,hebdomadarius,n,0,n-s---mn2-,hebdomadari,hebdomadarius
53559,i2678,inuetero,v,0,v1spia--1-,inueter inueterau inueterat,inuetero
53557,m0019,machaera,n,0,n-s---fn1-,machaer,machaera
53558,m1650,multiiugus,a,0,aps---mn1-,multiiug multiiug multiiug,multiiugus
53586,s3283,succingo,v,0,v1spia--3-,succing succinx succinct,succingo
53547,s3875,sustentatio,n,0,n-s---fn3-,sustentat,sustentatio
53536,u0184,uectatio,n,0,n-s---fn3-,uect uectau uectat,uectatio
53588,u9998,uetitum,n,0,n-s---nn2-,uetit,uetitum
53556,u0596,uicies,r,0,rp--------,,uicies
53664,53664,adcumbo,v,0,v1spia--3-,adcumb adcumbu adcumbit,adcumbo
53607,s0696,scolopendra,n,0,n-s---fn1-,scolopendr,scolopendra
53613,a0839,adytum,n,0,n-s---nn2-,adyt,adytum
53646,53646,faeteo,v,0,v1spia--2-,faet - -,faeteo
53678,a0156,absconsio,n,0,n-s---fn3-,absconsion,absconsio
53652,53652,albare,a,0,aps---an3-,albar albar albar,albare
53649,53649,apsilio,v,0,v1spia--4-,apsil - -,apsilio
53621,53621,artatus,a,0,aps---mn1-,artat artat artat,artatus
53641,53641,astrido,v,0,v1spia--3-,astrid - -,astrido
53662,53662,braceus,a,0,aps---mn1-,brace brace brace,braceus
53660,53660,calciamen,n,0,n-s---nn3-,calciamin,calciamen
53635,53635,cardinaliter,r,0,rp--------,,cardinaliter
53656,53656,cerimonialis,a,0,aps---cn3-,cerimonial cerimonial cerimonial,cerimonialis
53661,53661,circumflexe,r,0,rp--------,,circumflexe
53624,53624,communisticus,a,0,aps---mn1-,communistic communistic communistic,communisticus
53667,53667,conpositum,n,0,n-s---nn2-,conposit,conpositum
53639,53639,cornigera,n,0,n-s---fn1-,corniger,cornigera
53675,53675,exsecribilis,a,0,aps---cn3-,exsecribil exsecribil exsecribil,exsecribilis
53636,a9869,aegilopium,n,0,n-s---nn2-,aegilopi,aegilopium
53623,a1045,aethalus,n,0,n-s---mn2-,aethal,aethalus
53670,53670,fromo,v,0,v1spia--1-,from fromau fromat,fromo
53672,a8879,anaphoricus,a,0,aps---mn1-,anaphoric anaphoric anaphoric,anaphoricus
53608,53608,horrendum,r,0,rp--------,scol,horrendum
53610,53610,inflate,r,0,rp--------,pistill,inflate
53637,a3235,astipulatio,n,0,n-s---fn3-,astipulation,astipulatio
53622,53622,inlocabilis,a,0,aps---cn3-,inlocabil inlocabil inlocabil,inlocabilis
53618,53618,intermeo,v,0,v1spia--4-,interme intermeau intermeat,intermeo
53668,53668,laua,n,0,n-s---fn1-,lau,laua
53629,a3608,authemerum,n,0,n-s---nn2-,authemer,authemerum
53663,53663,mino,v,0,v1spia--1-,min - -,mino
53666,b0532,bonatus,a,0,aps---mn1-,bonat bonat bonat,bonatus
53674,53674,nihilismus,n,0,n-s---mn2-,nihilism,nihilismus
53619,53619,opstitrix,n,0,n-s---fn3-,opstitric,opstitrix
53676,c0192,calceator,n,0,n-s---mn3-,calceator,calceator
53609,53609,pistillum,n,0,n-s---nn2-,pistill,pistillum
53655,53655,plurimum,n,0,n-s---nn2-,plurim,plurimum
53628,53628,suspiciose,r,0,rp--------,impetibil,suspiciose
53645,53645,adcubitus,n,0,n-s---mn4-,adcubit,adcubitus
53651,c1497,choriambicus,a,0,aps---mn1-,choriambic choriambic choriambic,choriambicus
53616,c2336,cohortalinus,a,0,aps---mn1-,cohortalin cohortalin cohortalin,cohortalinus
53643,c2878,compluuiatus,a,0,aps---mn1-,compluuiat compluuiat compluuiat,compluuiatus
53615,c3707,contemptibilitas,n,0,n-s---fn3-,contemptibilitat,contemptibilitas
53626,c3958,copadium,n,0,n-s---nn2-,copadi,copadium
53638,c4118,corroboramentum,n,0,n-s---nn2-,corroborament,corroboramentum
53632,f0078,faeculentus,a,0,aps---mn1-,faeculent faeculent faeculent,faeculentus
53634,h0543,honorificentia,n,0,n-s---fn1-,honorificenti,honorificentia
53665,i0398,immodulatus,a,0,aps---mn1-,immodulat immodulat immodulat,immodulatus
53679,l1151,ludificator,n,0,n-s---mn3-,ludificator,ludificator
53642,n0098,nauiger,a,0,aps---mn1r,nauiger nauiger nauiger,nauiger
53657,p0801,penitus,r,0,rp--------,,penitus
53640,p1730,peruestigo,v,0,v1spia--1-,peruestig peruestigau peruestigat,peruestigo
53654,s0459,satyriscus,n,0,n-s---mn2-,satyrisc,satyriscus
53702,m1134,mitigatorius,a,0,aps---mn1-,onagr onagr onagr,mitigatorius
53690,53690,adplodo,v,0,v1spia--3-,adplod adplos adplos,adplodo
53745,53745,aemulanter,r,0,rp--------,,aemulanter
53701,o0742,onager,n,0,n-s---mn2r,onagr,onager
53708,53708,uolnus,n,0,n-s---nn3-,uolner,uolnus
53730,53730,agninus,n,0,n-s---mn2-,agnin,agninus
53743,53743,appretiatamentum,n,0,n-s---nn2-,appretiatament,appretiatamentum
53726,53726,bispellio,n,0,n-s---mn3-,bispellion,bispellio
53754,53754,consarrio,v,0,v1spia--4-,consarr consarru consarrit,consarrio
53698,53698,consimile,n,0,n-s---nn3-,consimil,consimile
53707,53707,didragmon,n,0,n-s---nn2-,didragm,didragmon
53697,53697,expurigatio,n,0,n-s---fn3-,expurigation,expurigatio
53727,53727,fermentatus,a,0,aps---mn1-,fermentat fermentat fermentat,fermentatus
53686,53686,fulguo,v,0,v1spia--3-,fulgu fulgs -,fulguo
53681,53681,tricies,r,0,rp--------,-,tricies
53710,53710,inbellis,a,0,aps---cn3-,inbell inbell inbell,inbellis
53685,53685,iobeleus,n,0,n-s---mn2-,iobele,iobeleus
53741,a1561,alysson,n,0,n-s---nn2g,alyss,alysson
53739,53739,mendosus,r,0,rp--------,uicecomit,mendosus
53682,53682,minutius,r,0,rp--------,tric,minutius
53731,53731,persancte,r,0,rp--------,agnin,persancte
53692,53692,sertus,a,0,aps---mn1-,sert sert sert,sertus
53725,53725,stelio,n,0,n-s---fn3-,stelion,stelio
53742,53742,subodoro,v,0,v1spia--2-,subodor subodorau subodorat,subodoro
53723,53723,transpiratio,n,0,n-s---fn3-,transpiration,transpiratio
53717,53717,uigentia,n,0,n-s---fn1-,uigenti,uigentia
53693,b0678,buccea,n,0,n-s---fn1-,bucce,buccea
53721,53721,adcessitus,n,0,n-s---mn4-,adcessit,adcessitus
53694,c0117,caepina,n,0,n-s---fn1-,caepin,caepina
53703,c0509,capitaneus,a,0,aps---mn1-,capitane capitane capitane,capitaneus
53729,c0768,casteria,n,0,n-s---fn1-,casteri,casteria
53715,c0774,castigator,n,0,n-s---mn3-,castigator,castigator
53748,c0827,catalogus,n,0,n-s---mn2-,catalog,catalogus
53746,c2030,claresco,v,0,v1spia--3-,claresc claru -,claresco
53728,c3781,contrabium,n,0,n-s---nn2-,contrabi,contrabium
53749,d0319,dedoceo,v,0,v1spia--2-,dedoc dedocu dedoct,dedoceo
53720,d1396,diffinitio,n,0,n-s---fn3-,diffinition,diffinitio
53724,e1034,euangelizator,n,0,n-s---mn3-,euangelizator,euangelizator
53696,i0335,imitatrix,n,0,n-s---fn3-,imitatric,imitatrix
53680,i3122,imminutus,a,0,aps---mn1-,imminut imminut imminut,imminutus
53736,i0929,inclamito,v,0,v1spia--1-,inclamit inclamitau inclamitat,inclamito
53705,l0341,latebrosus,a,0,aps---mn1-,latebros latebros latebros,latebrosus
53744,53744,ianuarius,a,1,aps---mn1-,ianuari ianuari ianuari,ianuarius
53719,m0083,maesto,v,0,v1spia--1-,maest maestau maestat,maesto
53753,m0253,mancus,a,0,aps---mn1-,manc manc manc,mancus
53733,n0181,neglectim,r,0,rp--------,,neglectim
53683,o0595,offulcio,v,0,v1spia--4-,offulc offuls offult,offulcio
53747,p1838,phager,n,0,n-s---mn2r,phagr,phager
53735,p3504,prensatio,n,0,n-s---fn3-,prensation,prensatio
53713,p5011,propterea,r,0,rp--------,,propterea
53684,q0223,quindeciens,r,0,rp--------,,quindeciens
53734,r0383,remoramen,n,0,n-s---nn3-,remoramin,remoramen
53732,t1500,tegula,n,0,n-s---fn1-,tegul,tegula
53689,u0489,uesperasco,v,0,v1spia--3-,uesperasc - -,uesperasco
53817,53817,accusso,v,0,v1spia--1-,accuss accussau accussat,accusso
53784,53784,adsertio,n,0,n-s---fn3-,adsertion,adsertio
53759,a1210,agolum,n,0,n-s---nn2-,agol,agolum
53803,53803,adplumbo,v,0,v1spia--1-,adplumb adplumbau adplumbat,adplumbo
53766,53766,adscitus,a,0,aps---mn1-,adscit adscit adscit,adscitus
53771,53771,miserandus,n,0,n-s---mn2-,miser,miserandus
53794,53794,alterutrum,r,0,rp--------,,alterutrum
53781,53781,apstulo,v,0,v1spia--3-,apstul - -,apstulo
53788,53788,baldachinum,n,0,n-s---nn2-,baldachin,baldachinum
53800,53800,bilateralis,a,0,aps---cn3-,bilateral bilateral bilateral,bilateralis
53821,53821,calcus,n,0,n-s---mn2-,calc,calcus
53764,53764,catamenia,n,0,n-s---fn1-,catameni,catamenia
53804,53804,cataphractus,a,0,aps---mn1-,cataphract cataphract cataphract,cataphractus
53825,53825,centipes,a,0,aps---an3-,centiped centiped centiped,centipes
53779,53779,cicilinus,a,0,aps---mn1-,cicilin cicilin cicilin,cicilinus
53829,t1267,trigarium,n,0,n-s---nn2-,trig,trigarium
53783,53783,circumsalto,v,0,v1spia--1-,circumsalt circumsaltau circumsaltat,circumsalto
53757,53757,commentatus,a,0,aps---mn1-,comment comment comment,commentatus
41862,x0002,xeniolum,n,0,n-s---nn2-,xeniol,xeniolum
53763,53763,cornatus,a,0,aps---mn1-,cornat cornat cornat,cornatus
53814,53814,cycnarium,n,0,n-s---nn2-,cycnari,cycnarium
53793,a1624,ambiguum,n,0,n-s---nn2-,ambigu,ambiguum
53765,53765,desuetus,a,0,aps---mn1-,desuet desuet desuet,desuetus
53798,a2480,appellito,v,0,v1spia--1-,appellit appellitau appellitat,appellito
53792,53792,esus,n,0,n-s---mn2-,es,esus
53785,53785,honoratus,a,0,aps---mn1-,honorat honorat honorat,honoratus
53830,53830,legitime,r,0,rp--------,trig,legitime
53795,a2507,applicatio,n,0,n-s---fn3-,application,applicatio
53823,53823,praeplecto,v,0,v1spia--3-,auriphrygiat,praeplecto
53806,53806,quamquam,r,0,rp--------,,quamquam
53791,53791,quantulumcumque,r,0,rp--------,,quantulumcumque
53767,a2756,arcuballista,n,0,n-s---fn1-,arcuballist,arcuballista
53801,53801,segestra,n,0,n-s---fn1-,segestr,segestra
53820,53820,sensifico,a,0,aps---an3-,sensific sensificau sensificat,sensifico
53786,53786,sextum,r,0,rp--------,honorat honorati honoratissi,sextum
53828,53828,studiosus,n,0,n-s---mn2-,studios,studiosus
53756,53756,subdolus,a,0,aps---mn2-,subdol subdol subdol,subdolus
53762,53762,warantizatio,n,0,n-s---fn3-,warantization,warantizatio
53770,c1162,centumplex,a,0,aps---an3-,centumplic centumplic centumplic,centumplex
53824,c1444,chiloma,n,0,n-s---nn3-,chilomat,chiloma
53807,c9899,congregatus,n,0,n-s---mn4-,congregat,congregatus
53774,c3863,conuectio,n,0,n-s---fn3-,conuection,conuectio
53768,c4374,crispulus,a,0,aps---mn1-,crispul crispul crispul,crispulus
53826,d0895,derbiosus,a,0,aps---mn1-,derbios derbios derbios,derbiosus
53769,d2096,dodrantarius,a,0,aps---mn1-,dodrantari dodrantari dodrantari,dodrantarius
53775,d2419,dyspepsia,n,0,n-s---fn1-,dyspepsi,dyspepsia
53773,i0711,inaccensus,a,0,aps---mn1-,inaccens inaccens inaccens,inaccensus
53760,i1791,iniucunditas,n,0,n-s---fn3-,iniucunditat,iniucunditas
53796,o0832,opinus,a,0,aps---mn1-,application application application,opinus
53790,p0561,patibulatus,a,0,aps---mn1-,patibulat patibulat patibulat,patibulatus
53797,p3967,properatio,n,0,n-s---fn3-,properation,properatio
53780,u0348,uerbena,n,0,n-s---fn1-,uerben,uerbena
53755,i0127,igneus,a,1,aps---mn1-,,igneus
53844,a1884,anasceue,n,0,n-s---fn1g,anasceu,anasceue
53838,l0222,lanificium,n,0,n-s---nn2-,lani,lanificium
53906,a1849,anaglyphus,a,0,aps---mn1-,anaglyph anaglyph anaglyph,anaglyphus
53843,53843,alleluiaticus,a,0,aps---mn1-,alleluiatic alleluiatic alleluiatic,alleluiaticus
53834,53834,attonite,r,0,rp--------,,attonite
53859,53859,auite,r,0,rp--------,,auite
53889,53889,beate,r,0,rp--------,beatius beatissime,beate
53883,53883,bombycius,a,0,aps---mn1-,bombyci bombyci bombyci,bombycius
53849,53849,carrum,n,0,n-s---nn2-,carr,carrum
53846,53846,causificor,n,0,n-s---mn3-,causific - causificat,causificor
53893,53893,clustrum,n,0,n-s---nn2-,clustr,clustrum
53877,53877,configuratus,a,0,aps---mn1-,configurat configurat configurat,configuratus
53866,53866,confragum,n,0,n-s---nn2-,confrag,confragum
53835,53835,deuotamentum,a,0,aps---cn3-,deuotament deuotament deuotament,deuotamentum
53856,53856,dimidius,n,0,n-s---mn2-,dimidi,dimidius
53851,53851,distichus,a,0,aps---mn1-,distich distich distich,distichus
53836,53836,ditonicus,a,0,aps---mn1-,ditonic ditonic ditonic,ditonicus
53894,53894,fastigate,r,0,rp--------,clustr,fastigate
53839,53839,fultus,a,0,aps---mn1-,fult fult fult,fultus
53852,53852,illatinismus,n,0,n-s---mn2-,illatinism,illatinismus
53840,53840,inprobus,a,0,aps---mn1-,inprob inprob inprob,inprobus
53905,53905,inpudenter,r,0,rp--------,,inpudenter
53890,53890,mamzer,a,0,aps---mn1r,mamzer mamzer mamzer,mamzer
53861,53861,nequis,r,0,rp--------,,nequis
53845,53845,occasus,a,0,aps---mn1-,oc oc oc,occasus
53858,a0944,aequipar,a,0,aps---an3-,aequipar aequipar aequipar,aequipar
53871,53871,orchita,n,0,n-s---mn1-,orchit,orchita
53853,53853,praecise,r,0,rp--------,,praecise
53868,53868,uerbeneca,n,0,n-s---fn1-,uerbenec,uerbeneca
53854,53854,uniuirus,a,0,aps---mn1-,uniuir uniuir uniuir,uniuirus
53857,53857,adprimus,a,0,aps---mn1-,adprim adprim adprim,adprimus
53833,53833,glaebula,n,0,n-s---fn1-,glaeb,glaebula
53878,a0224,accedentia,n,0,n-s---fn1-,accedenti,accedentia
44584,x0003,xenium,n,0,n-s---nn2-,xeni,xenium
53865,a1279,apsinthius,n,0,n-s---mn2-,apsinthi,apsinthius
53841,a3656,axitiosus,a,0,aps---mn1-,axitios axitios axitios,axitiosus
53888,c1447,chiridota,n,0,n-s---fn1-,chiridot,chiridota
53860,c1969,cistellula,n,0,n-s---fn1-,cistellul,cistellula
53867,c3935,conuoluolus,n,0,n-s---mn2-,conuoluol,conuoluolus
53902,d0010,daedalus,a,0,aps---mn1-,daedal daedal daedal,daedalus
53882,d0675,denarismus,n,0,n-s---mn2-,denarism,denarismus
53899,d9537,descensus,n,0,n-s---mn4-,descens,descensus
53892,d1852,dispositor,n,0,n-s---mn3-,dispositor,dispositor
53900,e0404,emarcesco,v,0,v1spia--3-,emarcesc emarcu -,emarcesco
53831,e0869,ergastilus,n,0,n-s---mn2-,ergastil,ergastilus
53874,e1805,exsufflo,v,0,v1spia--1-,exsuffl exsufflau exsufflat,exsufflo
53897,i1851,innuo,v,0,v1spia--3-,innu innu innut,innuo
53885,i2029,insile,n,0,n-s---nn3-,insil,insile
