,lamentatio,n,1,n-s---fn3-,lamentation,lamentatio
29599,a1702,amnicus,a,0,aps---mn1-,amnic amnic amnic,amnicus
123363,123363,prodigus,n,0,n-s---mn2-,prodig,prodigus
29555,a2763,arcuo,v,0,v1spia--1-,arcu arcuau arcuat,arcuo
29549,29549,myocardium,n,0,n-s---nn2-,myocardi,myocardium
29566,a2843,aristereon,n,0,n-s---fn3-,aristereon,aristereon
29559,29559,photographema,n,0,n-s---fn1-,photographemat,photographema
29536,b0161,basilicanus,n,0,n-s---mn2-,basilican,basilicanus
29598,29598,prauicors,a,0,aps---an3-,prauicord prauicord prauicord,prauicors
29587,c0498,capillulus,n,0,n-s---mn2-,capillul,capillulus
29595,29595,putator,a,0,aps---mn1r,putator putator putator,putator
29560,c0733,casarius,a,0,aps---mn1-,casari casari casari,casarius
29583,29583,quoquam,r,0,rp--------,,quoquam
29572,a0294,accolo,v,0,v1spia--3-,accol - -,accolo
29545,29545,resupinus,r,0,rp--------,consecratori,resupinus
29541,29541,sapphyrus,n,0,n-s---mn2-,sapphyr,sapphyrus
29584,29584,sedate,r,0,rp--------,,sedate
29597,c2387,collaudabilis,a,0,aps---cn3i,collaudabil collaudabil collaudabil,collaudabilis
29544,29544,sexagesimus,n,0,n-s---fn3-,consecratori consecratori consecratori,sexagesimus
29565,29565,ammissarius,a,0,aps---mn1-,ammissari ammissari ammissari,ammissarius
29533,c7707,commodulum,r,0,rp--------,,commodulum
29551,c3362,congerro,n,0,n-s---mn3-,congerron,congerro
29600,d0272,decuriatim,r,0,rp--------,,decuriatim
29539,d2007,diuarico,v,0,v1spia--1-,diuaric diuaricau diuaricat,diuarico
29547,e1511,exitium,n,0,n-s---nn2-,exiti,exitium
29532,f0122,fallacies,n,0,n-s---fn5-,fallaci,fallacies
29588,f1009,frigusculum,n,0,n-s---nn2-,friguscul,frigusculum
29557,i0860,incensio,n,0,n-s---fn3-,incension,incensio
29550,m1951,myrtum,n,0,n-s---nn2-,myrt,myrtum
29537,p4449,pullatus,a,0,aps---mn1-,pullat pullat pullat,pullatus
29556,r9389,remulcum,n,0,n-s---nn2-,remulc,remulcum
29564,s0406,sartio,n,0,n-s---fn3-,sartion,sartio
29571,s3285,succino,v,0,v1spia--3-,succin succinu -,succino
29531,u0443,uersutus,a,0,aps---mn1-,uersut uersut uersut,uersutus
29540,c1656,cinnabar,n,0,n-s---nn3i,cinnabar,cinnabar
123365,123365,proditius,a,0,aps---mn1-,proditi proditi proditi,proditius
29661,a0177,absolutorium,n,0,n-s---nn2-,absolutori,absolutorium
29604,29604,nihil,r,1,rp--------,,nihil
19730,19730,alte,r,1,rp--------,alt,alte
29665,29665,adpendo,v,0,v1spia--3-,adpend adpend -,adpendo
19683,a1303,albucum,n,1,n-s---nn2-,albuc,albucum
29645,29645,anaglyptum,n,0,n-s---nn2-,anaglypt,anaglyptum
29619,29619,anatarius,n,0,n-s---mn2-,anatari anatari anatari,anatarius
29605,a0945,aequipes,a,0,aps---an3-,aequiped aequiped aequiped,aequipes
29643,29643,autocthonus,a,0,aps---mn1-,autocthon autocthon autocthon,autocthonus
29653,29653,baritus,n,0,n-s---mn4-,barit,baritus
29629,29629,breuiloquis,a,0,aps---cn3-,breuiloqu breuiloqu breuiloqu,breuiloquis
29649,29649,chalcanthum,n,0,n-s---nn2-,chalcanth,chalcanthum
29631,29631,circumgarriens,a,0,aps---an3i,circumgarrient circumgarrient circumgarrient,circumgarriens
29644,29644,concinne,r,0,rp--------,concinnius concinnissime,concinne
29623,29623,conuergentia,n,0,n-s---fn1-,conuergenti,conuergentia
29634,29634,dicaeologia,n,0,n-s---fn1-,dicaeologi,dicaeologia
29603,29603,dissensus,a,0,aps---mn1-,dissens dissens dissens,dissensus
29639,29639,euentura,n,0,n-p---nn2-,euentur,euentura
29638,29638,exaudiens,a,0,aps---an3-,exaudient exaudient exaudient,exaudiens
29609,29609,impressorius,a,0,aps---mn1-,impressori impressori impressori,impressorius
29647,29647,improportionatus,a,0,aps---mn1-,improportionat improportionat improportionat,improportionatus
29657,29657,inlino,v,0,v1spia--1-,inlin inleu inlit,inlino
29601,29601,litera,n,0,n-s---fn1-,liter,litera
29666,29666,olefacto,v,0,v1spia--1-,olefact olefactau olefactat,olefacto
29617,29617,quadragensimus,a,0,aps---mn1-,quadr quadr quadr,quadragensimus
29633,29633,quadragenus,n,0,aps---mn2-,quadragen quadragen quadragen,quadragenus
29667,29667,salse,r,0,rp--------,sals,salse
29620,29620,statistica,n,0,n-s---fn1-,statistic,statistica
29632,29632,uenerandus,a,0,aps---mn1-,uenerand uenerand uenerand,uenerandus
29606,29606,uitaliter,r,0,rp--------,,uitaliter
29651,a8905,aspersus,n,0,n-s---mn4-,aspers,aspersus
29615,a3482,auguralis,a,0,aps---cn3i,augural augural augural,auguralis
29618,c0106,caementarius,n,0,n-s---mn2-,caementari,caementarius
29628,c0639,carex,n,0,n-s---fn3-,caric,carex
29625,c1758,circumforo,v,0,v1spia--1-,circumfor circumforau circumforat,circumforo
29656,c4585,cumerum,n,0,n-s---nn2-,cumer,cumerum
29646,c4677,cupula,n,0,n-s---fn1-,cupul,cupula
29616,d1052,desuefio,v,0,v1spia--3-,desuef - desuefact,desuefio
29607,i0672,impudicus,a,0,aps---mn1-,impudic impudic impudic,impudicus
29652,l0487,legionarius,a,0,aps---mn1-,legionari legionari legionari,legionarius
29612,m0275,manganum,n,0,n-s---nn2-,mangan,manganum
29642,p1292,perizoma,n,0,n-s---nn3-,perizomat,perizoma
29668,p1384,permunio,v,0,v1spia--4-,permun permuniu permunit,permunio
29637,p2978,praeferox,a,0,aps---an3i,praeferoc praeferoc praeferoc,praeferox
29608,q9405,quoadusque,r,0,rp--------,,quoadusque
29663,r1097,redormio,v,0,v1spia--4-,redormiu redormiu redormit,redormio
29602,r0310,regius,a,0,aps---mn1-,regi regi regi,regius
29654,s0632,scholicus,a,0,aps---mn1-,scholic scholic scholic,scholicus
29641,s2485,stimuleus,a,0,aps---mn1-,stimule stimule stimule,stimuleus
29664,s3102,subseco,v,0,v1spia--1-,subsec subsecu subsect,subseco
29659,s3153,subsultim,r,0,rp--------,,subsultim
29690,29690,aclouthia,n,0,n-s---fn1-,aclouthi,aclouthia
123427,123427,progeno,v,0,v1spia--3-,,progeno
19807,a1729,ampelos,n,1,n-s---fn2g,ampel,ampelos
19921,a2183,anteuerto,v,1,v1spia--3-,anteuert anteuert anteuers,anteuerto
29724,o0060,obiectus,n,0,n-s---mn4-,obiect,obiectus
29691,29691,adcumulate,r,0,rp--------,adcumulatius adcumulatissime,adcumulate
29711,29711,adlectator,n,0,n-s---mn3-,adlectator,adlectator
29673,29673,accumulate,r,0,rp--------,accumulatius accumulatissime,accumulate
29683,29683,ammissiuus,a,0,aps---mn1-,ammissiu ammissiu ammissiu,ammissiuus
29716,29716,applicabilis,a,0,aps---cn3-,applicabil applicabil applicabil,applicabilis
29688,29688,apsolutorium,n,0,n-s---nn2-,apsolutori,apsolutorium
29715,29715,associatio,n,0,n-s---fn3-,association,associatio
29706,29706,chemiotherapia,n,0,n-s---fn1-,chemiotherapi,chemiotherapia
29702,29702,chorona,n,0,n-s---fn1-,choron,chorona
29703,29703,claues,n,0,n-s---fn3i,clau,claues
29687,29687,comessatio,n,0,n-s---fn3-,comessation,comessatio
29733,29733,comice,r,0,rp--------,,comice
29678,29678,communicabilitas,n,0,n-s---fn3-,communicabilitat,communicabilitas
29695,29695,conparatio,n,0,n-s---fn3-,conparation,conparatio
29680,29680,conputesco,v,0,v1spia--3-,conputesc conputu -,conputesco
29719,29719,crusulum,n,0,n-s---nn2-,crusul,crusulum
29728,29728,culpatus,a,0,aps---mn1-,culpat culpat culpat,culpatus
29677,29677,depresse,r,0,rp--------,depressius depressissime,depresse
29675,29675,inerrandus,r,0,rp--------,bullit,inerrandus
29732,29732,insignitus,a,0,aps---mn1-,insign insign insign,insignitus
29714,29714,obiectiuus,a,0,aps---mn1-,subligacul subligacul subligacul,obiectiuus
29700,29700,paululatim,r,0,rp--------,,paululatim
29722,29722,roscidum,n,0,n-s---nn2-,roscid,roscidum
29682,29682,socialismus,n,0,n-s---mn2-,socialism,socialismus
29723,29723,tantulus,r,0,rp--------,roscid,tantulus
29679,29679,techna,n,0,n-s---fn1-,techn,techna
29689,29689,Acarne,n,0,n-s---fn1g,Acarn,Acarne
29684,a1879,anaphysema,n,0,n-s---nn3-,anaphysemat,anaphysema
29670,a2842,anatina,n,0,n-s---fn1-,anatin,anatina
29674,b0688,bullitus,n,0,n-s---mn4-,bullit,bullitus
29685,c0704,carrago,n,0,n-s---fn3-,carragin,carrago
29669,c0876,catenatus,a,0,aps---mn1-,catenat catenat catenat,catenatus
29698,c1847,circumroro,v,0,v1spia--1-,circumror circumrorau circumrorat,circumroro
29707,c1965,cistarius,n,0,n-s---mn2-,cistari,cistarius
29709,c2578,comincommodus,a,0,aps---mn1-,comincommod comincommod comincommod,comincommodus
29701,c2861,complex,a,0,aps---an3-,complic complic complic,complex
29708,c4557,culmeus,a,0,aps---mn1-,culme culme culme,culmeus
29726,f0479,ficula,n,0,n-s---fn1-,ficul,ficula
29720,i2209,intactus,a,0,aps---mn1-,intact intact intact,intactus
29721,m1947,myxus,n,0,n-s---mn2-,myx,myxus
29681,n0041,naufragus,n,0,n-s---mn2-,naufrag,naufragus
29729,n0670,nunc,r,0,rp--------,nu nu nut,nunc
29676,p2136,piraticus,a,0,aps---mn1-,piratic piratic piratic,piraticus
29671,p3056,praelambo,v,0,v1spia--3-,praelamb praelamb -,praelambo
29730,s1341,sequestratim,r,0,rp--------,,sequestratim
29699,s1799,sitarchia,n,0,n-s---fn1-,sitarchi,sitarchia
29710,s2994,subnato,v,0,v1spia--1-,subnat subnatau subnatat,subnato
29731,u0497,uestiarius,n,0,n-s---mn2-,uestiari,uestiarius
29786,29786,Foruli,n,0,n-p---mn2-,Forul,foruli
29738,29738,affectuose,r,0,rp--------,affectuosius affectuosissime,affectuose
20121,a2958,articulus,n,1,n-s---mn2-,articul,articulus
29770,29770,africum,n,0,n-s---nn2-,afric,africum
29791,29791,ambolagium,n,0,n-s---nn2-,ambolagi,ambolagium
29745,29745,anthericos,n,0,n-s---mn2g,antheric,anthericos
29783,29783,anticonceptiuus,a,0,aps---mn1-,anticonceptiu anticonceptiu anticonceptiu,anticonceptiuus
29747,29747,bilongus,a,0,aps---mn1-,bilong bilong bilong,bilongus
29804,29804,captensula,n,0,n-s---fn1-,captensul,captensula
29799,a8889,afflatus,n,0,n-s---mn4-,afflat,afflatus
29761,29761,compromissarius,n,0,n-s---mn2-,compromissari,compromissarius
29802,29802,conlocutio,n,0,n-s---fn3-,conlocution,conlocutio
29774,29774,disponsatio,n,0,n-s---fn3-,disponsation,disponsatio
29752,29752,epiredia,n,0,n-p---nn2-,epiredi,epiredia
29781,29781,expertus,a,0,aps---mn1-,expert expert expert,expertus
29797,29797,factus,a,0,aps---mn1-,rubell rubell rubell,factus
29785,29785,halucinatio,n,0,n-s---fn3-,halucination,halucinatio
29765,29765,insidiose,r,0,rp--------,insidiosius insidiosissime,insidiose
29757,29757,necopinato,r,0,rp--------,,necopinato
29784,29784,peramanter,r,0,rp--------,anticonceptiu,peramanter
29749,c0464,cantito,v,0,v1spia--1-,cantit cantitau cantitat,cantito
29756,29756,perdoctus,a,0,aps---mn1-,perdoct perdoct perdoct,perdoctus
29739,29739,perite,r,0,rp--------,affectuosius affectuosissime,perite
29795,29795,perniciter,r,0,rp--------,cetionid,perniciter
29775,29775,propense,r,0,rp--------,propius proxime,propense
29740,29740,tuus,a,0,aps---mn1-,tu tu tu,tuus
29773,29773,uegetabiliter,r,0,rp--------,,uegetabiliter
29771,c1010,causimus,a,0,aps---mn1-,causim causim causim,causimus
29779,c1126,censualis,a,0,aps---cn3i,censual censual censual,censualis
29780,c1767,circumfusio,n,0,n-s---fn3-,circumfusion,circumfusio
29753,c2518,colubrinus,a,0,aps---mn1-,colubrin colubrin colubrin,colubrinus
29755,c3109,concupitor,n,0,n-s---mn3-,concupitor,concupitor
29801,d0128,decano,v,0,v1spia--3-,decan dececin decant,decano
29741,d1134,deuecto,v,0,v1spia--1-,deuect deuectau deuecta,deuecto
29798,e0918,errabundus,a,0,aps---mn1-,erra erra erra,errabundus
29790,f0125,fallacitas,n,0,n-s---fn3-,fallacitat,fallacitas
29763,f0312,febris,n,0,n-s---fn3i,febr,febris
29735,g0055,gallicula,n,0,n-s---fn1-,gallicul,gallicula
29776,g0202,geno,v,0,v1spia--3-,gen - -,geno
29792,i1426,ineptus,a,0,aps---mn1-,inept inept inept,ineptus
29803,a0254,acceptator,n,0,n-s---mn3-,acceptator,acceptator
29762,i2756,inuulneratus,a,0,aps---mn1-,inuulnerat inuulnerat inuulnerat,inuulneratus
29768,m0804,mergulus,n,0,n-s---mn2-,mergul,mergulus
29744,p0995,percurro,v,0,v1spia--3-,percurr percurr percurs,percurro
29760,p2906,praedatorius,a,0,aps---mn1-,praedatori praedatori praedatori,praedatorius
29746,p6376,praeterfluo,v,0,v1spia--3-,praeterflu - -,praeterfluo
29789,p4359,ptochium,n,0,n-s---nn2-,ptochi,ptochium
29748,r0638,reuocatio,n,0,n-s---fn3-,reuocation,reuocatio
29754,r0768,roboreus,a,0,aps---mn1-,robore robore robore,roboreus
29796,r0838,rubellus,a,0,aps---mn1-,rubell rubell rubell,rubellus
29772,t0275,tenebra,n,0,n-s---fn1-,tenebr,tenebra
29751,t1150,tremulus,a,0,aps---mn1-,tremul tremul tremul,tremulus
29778,a0557,aderro,v,0,v1spia--1-,aderr aderrau aderrat,aderro
123492,123492,promagistratus,n,0,n-s---mn4-,promagistrat,promagistratus
29860,29860,ammodum,r,0,rp--------,,ammodum
29829,29829,armonia,n,0,n-s---fn1-,armoni,armonia
29806,29806,baptismalis,a,0,aps---cn3-,baptismal baptismal baptismal,baptismalis
29855,29855,cenaticus,n,0,n-s---mn2-,cenatic,cenaticus
29844,29844,chrysanthemum,n,0,n-s---nn2-,chrysanthem,chrysanthemum
29871,29871,circumsocius,a,0,aps---mn1-,circumsoci circumsoci circumsoci,circumsocius
29836,29836,colina,n,0,n-s---fn1-,colin,colina
29837,29837,connexum,n,0,n-s---nn2-,connex,connexum
29831,29831,conpono,v,0,v1spia--3-,conpon conposu conposit,conpono
29822,29822,consilatio,n,0,n-s---fn3-,consilation,consilatio
29828,29828,erica,n,0,n-s---fn1-,eric,erica
29821,29821,explicatiuus,a,0,aps---mn1-,explicatiu explicatiu explicatiu,explicatiuus
29859,29859,flagrantia,a,0,aps---cn3-,flagr flagrau flagrat,flagrantia
29869,29869,gaola,n,0,n-s---fn1-,gaol,gaola
29867,29867,geocentrismus,n,0,n-s---mn2-,geocentrism,geocentrismus
29841,29841,hera,n,0,n-s---fn1-,her,hera
29820,29820,monosyllaba,n,0,n-s---fn1-,monosyllab,monosyllaba
29856,c0004,caballatio,n,0,n-s---fn3-,caballation,caballatio
29853,29853,neutronium,n,0,n-s---nn2-,neutroni,neutronium
29866,29866,nomine,r,0,rp--------,,nomine
29857,29857,percrebesco,v,0,v1spia--3-,percrebesc - -,percrebesco
29805,29805,pigre,r,0,rp--------,captensul,pigre
29842,29842,potionatus,a,0,aps---mn1-,potionat potionat potionat,potionatus
29854,29854,reimprimeo,v,0,v1spia--2-,reimprim reimprimu reimprimit,reimprimeo
29873,29873,salutariter,r,0,rp--------,salutar,salutariter
29839,29839,sellaria,n,0,n-s---fn1-,sellari,sellaria
29864,29864,seraphicus,n,0,n-s---mn2-,seraphic,seraphicus
29811,29811,sueo,v,0,v1spia--2-,su sueu -,sueo
29833,29833,supremum,n,0,n-s---nn2-,suprem,supremum
29847,29847,technica,n,0,n-s---fn1-,technic,technica
29814,29814,algorithmus,n,0,n-s---mn2-,algorithm,algorithmus
29843,c1619,cimeliarchium,n,0,n-s---nn2-,cimeliarchi,cimeliarchium
29813,c2113,clinamen,n,0,n-s---nn3-,clinamin,clinamen
29870,c2396,collectim,r,0,rp--------,,collectim
29834,c2792,compascuum,n,0,n-s---nn2-,compascu,compascuum
29826,a1226,agrarii,n,0,n-p---mn2-,agrari,agrarii
29832,d0885,depuratus,a,0,aps---mn1-,depurat depurat depurat,depuratus
29862,d1159,deuictio,n,0,n-s---fn3-,deuiction,deuictio
29827,d2218,drama,n,0,n-s---nn3-,dramat,drama
29838,e9119,effectrix,n,0,n-s---fn3-,effectric,effectrix
29852,e0306,excelsum,n,0,n-s---nn2-,excels,excelsum
113493,i0854,incendialis,a,0,aps---cn3i,incendial incendial incendial,incendialis
29812,m0453,materiarius,a,0,aps---mn1-,materiari materiari materiari,materiarius
29872,n0195,negotiosus,a,0,aps---mn1-,negotios negotios negotios,negotiosus
29825,o1148,otis,n,0,n-s---fn3-,otid,otis
29809,p0241,paullum,n,0,n-s---nn2-,paull,paullum
29858,p0997,percursio,n,0,n-s---fn3-,percursion,percursio
29848,p2008,physiologus,n,0,n-s---mn2-,physiolog,physiologus
29816,p2181,pistrinarius,n,0,n-s---mn2-,pistrinari,pistrinarius
29846,p3226,praeradio,v,0,v1spia--1-,praeradi praeradiau praeradiat,praeradio
29830,p4554,purificatio,n,0,n-s---fn3-,purification,purificatio
29835,t0406,tertiarius,a,0,aps---mn1-,tertiari tertiari tertiari,tertiarius
29807,u0684,uincibilis,a,0,aps---cn3i,uincibil uincibil uincibil,uincibilis
29931,29931,Lucinia,n,0,n-s---fn1-,Lucini,lucinia
123548,123548,pronunciatio,n,0,n-s---fn3-,pronunciation,pronunciatio
29927,29927,adrogator,n,0,n-s---mn3-,adrogator,adrogator
20253,a3423,auctoro,v,1,v1spia--1-,auctor - auctorat,auctoro
29940,29940,aluminatius,n,0,n-s---mn2-,aluminati,aluminatius
29910,29910,ambrosiacus,a,0,aps---mn1-,ambrosiac ambrosiac ambrosiac,ambrosiacus
29932,29932,antiphonum,n,0,n-s---nn2-,antiphon,antiphonum
29921,29921,asplenum,n,0,n-s---nn2-,asplen,asplenum
29918,29918,cineracius,a,0,aps---mn1-,cineraci cineraci cineraci,cineracius
29914,29914,cosmetica,n,0,n-s---fn1-,cosmetic,cosmetica
29905,29905,discoperio,v,0,v1spia--4-,discoper discoperu discopert,discoperio
29937,29937,elapsus,n,0,n-s---mn2-,elaps,elapsus
29889,a0833,aduoluo,v,0,v1spia--3-,aduolu aduolu aduolut,aduoluo
29886,a2650,anapaestus,a,0,aps---mn1-,anapaest anapaest anapaest,anapaestus
29930,a2877,armigera,n,0,n-s---fn1-,armiger,armigera
29903,29903,galbina,n,0,n-s---fn1-,galbin,galbina
29935,29935,indocte,r,0,rp--------,parasceu,indocte
29899,29899,intensus,a,0,aps---mn1-,intens intens intens,intensus
29923,29923,adfundo,v,0,v1spia--3-,adfund adfud adfus,adfundo
29906,29906,pepo,n,0,n-s---mn3-,pepon,pepo
29924,a3031,ascius,a,0,aps---mn1-,asci asci asci,ascius
29898,29898,perpauci,r,0,rp--------,tesqu,perpauci
29900,29900,postfactus,a,0,aps---mn1-,postfact postfact postfact,postfactus
29902,29902,tamenetsi,r,0,rp--------,,tamenetsi
29925,29925,teniludium,n,0,n-s---nn2-,teniludi,teniludium
29897,29897,tesqua,n,0,n-p---nn2-,tesqu,tesqua
29895,a3594,austellus,n,0,n-s---mn2-,austell,austellus
29880,b0304,bibitor,n,0,n-s---mn3-,circumgred circumgred circumgred,bibitor
29909,29909,tonellum,n,0,n-s---nn2-,tonell,tonellum
29908,29908,trebuchettum,n,0,n-s---nn2-,trebuchett,trebuchettum
29891,c0057,cadium,n,0,n-s---nn2-,cadi,cadium
29926,l0252,lapathum,n,0,n-s---nn2-,lapath,lapathum
29929,c0228,caliculus,n,0,n-s---mn2-,calicul,caliculus
29939,c0567,captator,n,0,n-s---mn3-,captator,captator
29882,c1001,causatiuus,a,0,aps---mn1-,causatiu causatiu causatiu,causatiuus
29920,c9979,cola,n,0,n-s---fn1-,col,cola
29877,c3159,condignus,a,0,aps---mn1-,condign condign condign,condignus
29911,c3250,confessum,n,0,n-s---nn2-,confess,confessum
29896,c4510,cucumerarium,n,0,n-s---nn2-,cucumerari,cucumerarium
29876,d0605,deluto,v,0,v1spia--1-,delut delutau delutat,deluto
29883,d0667,demusso,v,0,v1spia--1-,demuss demussau demussat,demusso
29933,d0813,depolitio,n,0,n-s---fn3-,depolition,depolitio
29875,d1157,deuexitas,n,0,n-s---fn3-,deuexitat,deuexitas
29887,d1998,diu,r,0,rp--------,di,diu
29936,d2022,diuerto,v,0,v1spia--3-,diuert diuert diuers,diuerto
29893,e1597,expergefio,v,0,v1spia--3-,expergef - expergefact,expergefio
48945,i0862,incensor,n,0,n-s---mn3-,incensor,incensor
29917,i2765,iocularius,a,0,aps---mn1-,ioculari ioculari ioculari,iocularius
29894,m1842,musteus,a,0,aps---mn1-,muste muste muste,musteus
29884,p0554,paternus,a,0,aps---mn1-,patern patern patern,paternus
29907,s0154,saliaris,a,0,aps---cn3i,saliar saliar saliar,saliaris
29881,s2101,specillum,n,0,n-s---nn2-,specill,specillum
29922,s3147,substantiuus,a,0,aps---mn1-,substantiu substantiu substantiu,substantiuus
29890,t1865,typhus,n,0,n-s---mn2-,typh,typhus
29913,u0536,ueternus,n,0,n-s---mn2-,uetern,ueternus
29972,29972,aerinauigatio,n,0,n-s---fn3-,aerinauigation,aerinauigatio
29956,29956,armonicus,a,0,aps---mn1-,armonic armonic armonic,armonicus
29955,29955,attornatus,n,0,n-s---mn4-,attornat,attornatus
29968,29968,bibliographicus,a,0,aps---mn1-,bibliographic bibliographic bibliographic,bibliographicus
29958,29958,buxans,n,0,n-s---mn3-,buxant buxant buxant,buxans
29990,29990,colobos,a,0,aps---mn1g,colob colob colob,colobos
29946,a0812,adultera,n,0,n-s---fn1-,adulter,adultera
29971,29971,commisero,v,0,v1spia--1-,commiser commiserau commisera,commisero
29964,29964,cremum,n,0,n-s---nn2-,crem,cremum
29985,29985,densatiuus,a,0,aps---mn1-,densatiu densatiu densatiu,densatiuus
29983,29983,expetens,a,0,aps---an3i,expetent expetent expetent,expetens
29995,29995,faldistorium,n,0,n-s---nn2-,faldistori,faldistorium
29979,29979,gelda,n,0,n-s---fn1-,geld,gelda
29993,a1865,analogicus,a,0,aps---mn1-,analogic analogic analogic,analogicus
29959,29959,glutio,v,0,v1spia--4-,glut gluti glutit,glutio
29948,29948,gynaecearius,n,0,n-s---mn2-,gynaeceari,gynaecearius
29965,29965,honorate,r,0,rp--------,honoratius honoratissime,honorate
29967,29967,inliberaliter,r,0,rp--------,,inliberaliter
30000,30000,iocundo,v,0,v1spia--1-,collacrimation,iocundo
29997,29997,iudas,n,0,n-s---mn1g,iud,iudas
29957,29957,macrobioticus,a,0,aps---mn1-,macrobiotic macrobiotic macrobiotic,macrobioticus
30006,30006,patientius,r,0,rp--------,crateritid,patientius
29949,29949,peccatulum,n,0,n-s---nn2-,peccatul,peccatulum
29991,29991,praesenter,r,0,rp--------,,praesenter
29944,29944,quinto,r,0,rp--------,,quinto
29975,29975,rastrus,n,0,n-s---mn2-,rastr,rastrus
29986,29986,relapsus,n,0,n-s---mn2-,relaps,relapsus
29970,29970,romanciator,n,0,n-s---mn3-,romanciator,romanciator
29950,29950,tenisia,n,0,n-s---fn1-,tenisi,tenisia
29963,29963,uertibilitas,n,0,n-s---fn3-,uertibilitat,uertibilitas
29992,29992,acutor,n,0,n-s---mn3-,acutor,acutor
29994,a2136,antehac,r,0,rp--------,,antehac
30001,30001,acro,n,0,n-s---mn3-,acron,acro
29969,a2997,aratius,a,0,aps---mn1-,arati arati arati,aratius
