991,submutatio,n,0,n-s---fn3-,submutation,submutatio
132546,l0693,libidinor,v,0,v1spid--1-,libidin libidinat -,libidinor
132573,m0894,metor,v,0,v1spid--1-,met metat -,metor
132548,l0748,lignor,v,0,v1spid--1-,lign lignat -,lignor
132543,132543,lamentor,v,0,v1spid--1-,lament lamentat -,lamentor
132575,m1048,minor,v,0,v1spid--1-,min minat -,minor
132576,m1092,miror,v,0,v1spid--1-,mir mirat -,miror
132578,m1113,miseror,v,0,v1spid--1-,miser miserat -,miseror
132579,m1167,moderor,v,0,v1spid--1-,moder moderat -,moderor
132582,m1223,molior,v,0,v1spid--4-,mol molit -,molior
132584,m1411,morior,v,0,v1spid--3i,mor mortu -,morior
132585,m1416,moror,v,0,v1spid--1-,mor morat -,moror
132587,m1876,mutuor,v,0,v1spid--1-,mutu mutuat -,mutuor
132589,n0044,nascor,v,0,v1spid--3-,nasc nat -,nascor
132559,m0030,machinor,v,0,v1spid--1-,machin machinat -,machinor
132595,n0684,nundinor,v,0,v1spid--1-,nundin nundinat -,nundinor
132545,l0388,latrocinor,v,0,v1spid--1-,latrocin latrocinat -,latrocinor
132550,l1042,loquor,v,0,v1spid--3-,loqu locut -,loquor
132562,m0441,masturbor,v,0,v1spid--1-,masturb masturbat -,masturbor
132564,m0525,medeor,v,0,v1spid--2-,med  -,medeor
132566,m0572,meditor,v,0,v1spid--1-,medit meditat -,meditor
132551,132551,lubricor,v,0,v1spid--1-,lubric - lubricat,lubricor
132555,132555,lurchor,v,0,v1spid--1-,lurch - lurchat,lurchor
132556,132556,lurcor,v,0,v1spid--1-,lurc lurcat -,lurcor
132557,132557,lustror,v,0,v1spid--1-,lustr lustrat -,lustror
132558,132558,luxurior,v,0,v1spid--1-,luxuri luxuriat -,luxurior
132560,132560,malignor,v,0,v1spid--1-,malign malignat -,malignor
132561,132561,manducor,v,0,v1spid--1-,manduc manducat -,manducor
132563,132563,materior,v,0,v1spid--1-,materi materiat -,materior
132565,132565,medicor,v,0,v1spid--1-,medic medicat -,medicor
132581,m1198,moechor,v,0,v1spid--1-,moech moechat -,moechor
132567,132567,mendicor,v,0,v1spid--1-,mendic mendicat -,mendicor
132570,132570,mereor,v,0,v1spid--2-,mer merit -,mereor
132571,132571,meridior,v,0,v1spid--1-,meridi meridiat -,meridior
132577,132577,misereor,v,0,v1spid--2-,miser -,misereor
132586,132586,muneror,v,0,v1spid--1-,muner munerat -,muneror
132596,132596,nutricor,v,0,v1spid--1-,nutric nutricat -,nutricor
132588,n0013,nanciscor,v,0,v1spid--3-,nancisc nanct -,nanciscor
132597,132597,nutrior,v,0,v1spid--4-,nutr nutrit -,nutrior
132591,n0226,nepotor,v,0,v1spid--1-,nepot nepotat -,nepotor
132592,n0322,nitor,v,0,v1spid--3-,nit nix -,nitor
132593,n0442,nixor,v,0,v1spid--1-,nix nixat -,nixor
132594,n0641,nugor,v,0,v1spid--1-,nug nugat -,nugor
133252,p3457,praeut,p,0,p---------,-,praeut
132541,132541,lacrimor,v,0,v1spid--1-,lacrim lacrimat -,lacrimor
132547,132547,liceor,v,0,v1spid--2-,lic licit -,liceor
132598,o0112,obliuiscor,v,0,v1spid--3-,obliuisc oblit -,obliuiscor
132599,o0120,obloquor,v,0,v1spid--3-,obloqu oblocut -,obloquor
132600,o0133,obmolior,v,0,v1spid--4-,obmol obmolit -,obmolior
132601,o0143,obnitor,v,0,v1spid--3-,obnit obnix -,obnitor
132603,o0218,obsequor,v,0,v1spid--3-,obsequ obsecut -,obsequor
132549,l0888,liquor,v,1,v1spid--3-,liqu  -,liquor
107779,107779,discisio,n,0,n-s---fn3-,discision,discisio
107781,107781,discissura,n,0,n-s---fn1-,discissur,discissura
107760,d1702,discerniculum,n,0,n-s---nn2-,discernicul,discerniculum
107784,107784,disclusus,a,0,aps---mn1-,disclus disclus disclus,disclusus
107761,d1705,discerptim,r,0,rp--------,,discerptim
107762,d1706,discerptio,n,0,n-s---fn3-,discerption,discerptio
107785,107785,discobino,v,0,v1spia--1-,discobin discobinau discobinat,discobino
132620,132620,palpor,v,0,v1spid--1-,palp palpat -,palpor
132622,132622,partior,v,0,v1spid--4-,part partit -,partior
132642,132642,pigneror,v,0,v1spid--1-,pigner pignerat -,pigneror
132612,o0859,opperior,v,0,v1spid--4-,opper oppert -,opperior
132644,132644,poenior,v,0,v1spid--4-,poen poenit -,poenior
132614,o1006,orior,v,0,v1spid--4-,or ort -,orior
132615,o1079,osculor,v,0,v1spid--1-,oscul osculat -,osculor
132616,o1145,otior,v,0,v1spid--1-,oti otiat -,otior
132617,p0009,pabulor,v,0,v1spid--1-,pabul pabulat -,pabulor
132626,,percontor,v,0,v1spid--1-,percunct percunctat -,percontor
132664,,praeueho,v,0,v1spia--3-,praeueh praeuect -,praeueho
132621,p0213,pandiculor,v,0,v1spid--1-,pandicul pandiculat -,pandiculor
132610,o0831,opinor,v,0,v1spid--1-,opin opinat -,opinor
132625,p0914,perbacchor,v,0,v1spid--1-,perbacch perbacchat -,perbacchor
132618,p0021,paciscor,v,0,v1spid--3-,pacisc pact -,paciscor
132627,p1062,peregrinor,v,0,v1spid--1-,peregrin peregrinat -,peregrinor
132628,p1161,perfruor,v,0,v1spid--3-,perfru perfruct -,perfruor
132629,p1170,perfungor,v,0,v1spid--3-,perfung perfunct -,perfungor
132630,p1210,periclitor,v,0,v1spid--1-,periclit periclitat -,periclitor
132632,p1357,permetior,v,0,v1spid--4-,permet permens -,permetior
132633,p1472,perpetior,v,0,v1spid--3i,perpet perpess -,perpetior
132637,p1563,persector,v,0,v1spid--1-,persect persectat -,persector
132639,p1612,perspeculor,v,0,v1spid--1-,perspecul perspeculat -,perspeculor
132641,p1915,philosophor,v,0,v1spid--1-,philosoph philosophat -,philosophor
132643,p2157,piscor,v,0,v1spid--1-,pisc piscat -,piscor
132646,p2469,pollicitor,v,0,v1spid--1-,pollicit pollicitat -,pollicitor
132648,p2776,potior,v,0,v1spid--4-,pot potit -,potior
132650,p3003,praefor,v,0,v1spid--1-,praef praefat -,praefor
132619,p0148,palor,v,0,v1spid--1-,pal palat -,palor
132651,p3037,praegredior,v,0,v1spid--3i,praegred praegress -,praegredior
132623,p0566,patior,v,0,v1spid--3i,pat pass -,patior
132652,p3055,praelabor,v,0,v1spid--3-,praelab praelaps -,praelabor
132653,p3084,praeloquor,v,0,v1spid--3-,praeloqu praelocut -,praeloquor
132654,p3102,praemeditor,v,0,v1spid--1-,praemedit praemeditat -,praemeditor
132655,p3117,praeminor,v,0,v1spid--1-,praemin praeminat -,praeminor
132656,p3130,praemolior,v,0,v1spid--4-,praemol  -,praemolior
132658,p3193,praepatior,v,0,v1spid--3i,praepat  -,praepatior
132660,p3376,praetergredior,v,0,v1spid--3i,praetergred praetergress -,praetergredior
132661,p3380,praeterlabor,v,0,v1spid--3-,praeterlab praeterlaps -,praeterlabor
132636,p1559,perscrutor,v,0,v1spid--1-,perscrut perscrutat -,perscrutor
132640,p1700,peruagor,v,0,v1spid--1-,peruag peruagat -,peruagor
132645,p2466,polliceor,v,0,v1spid--2-,pollic pollicit -,polliceor
132649,p2951,praedor,v,0,v1spid--1-,praed praedat -,praedor
132659,p3329,praestolor,v,0,v1spid--1-,praestol praestolat -,praestolor
132663,p3435,praeuaricor,v,0,v1spid--1-,praeuaric praeuaricat -,praeuaricor
132606,o0350,obuersor,v,0,v1spid--1-,obuers obuersat -,obuersor
132608,o0696,ominor,v,0,v1spid--1-,omin ominat -,ominor
132613,o0978,ordior,v,0,v1spid--4-,ord ors -,ordior
132609,o0793,operor,v,0,v1spid--1-,oper operat -,operor
107787,107787,discobolus,n,0,n-s---mn2-,discobol,discobolus
107788,107788,discoctus,a,0,aps---mn1-,discoct discoct discoct,discoctus
107792,107792,disconueniens,a,0,aps---an3i,disconuenient disconuenient disconuenient,disconueniens
107764,d1707,discertatio,n,0,n-s---fn3-,discertation,discertatio
107766,d8709,discessiuus,a,0,aps---mn1-,discessiu discessiu discessiu,discessiuus
132688,r1134,refragor,v,0,v1spid--1-,refrag refragat -,refragor
132691,r1186,reluctor,v,0,v1spid--1-,reluct reluctat -,reluctor
132667,132667,principor,v,0,v1spid--1-,princip principat -,principor
132671,p3767,profiteor,v,0,v1spid--2-,profit profess -,profiteor
132672,p3777,profor,v,0,v1spid--1-,prof profat -,profor
132673,p3804,progredior,v,0,v1spid--3i,progred progress -,progredior
132674,p3822,prolabor,v,0,v1spid--3-,prolab prolaps -,prolabor
132675,p3852,proloquor,v,0,v1spid--3-,proloqu prolocut -,proloquor
132695,r1232,remuneror,v,0,v1spid--1-,remuner remunerat -,remuneror
132677,p3937,prooemior,v,0,v1spid--1-,prooemi prooemiat -,prooemior
132678,p4098,prosequor,v,0,v1spid--3-,prosequ prosecut -,prosequor
132698,r1257,reor,v,0,v1spid--2-,r rat -,reor
132703,r1461,rimor,v,0,v1spid--1-,rim rimat -,rimor
132705,r1466,rixor,v,0,v1spid--1-,rix rixat -,rixor
132668,132668,procor,v,0,v1spid--1-,proc procat -,procor
132710,s0469,sauior,v,0,v1spid--1-,saui sauiat -,sauior
132683,q0189,queritor,v,0,v1spid--1-,querit queritat -,queritor
132684,q0191,queror,v,0,v1spid--3-,quer quest -,queror
132676,132676,promereor,v,0,v1spid--2-,promer promerit -,promereor
132680,132680,prouoluor,v,0,v1spid--1-,prouolu - prouolut,prouoluor
132689,r1158,regredior,v,0,v1spid--3i,regred regress -,regredior
132690,r1166,relabor,v,0,v1spid--3-,relab relaps -,relabor
132681,132681,punior,v,0,v1spid--4-,pun punit -,punior
132692,r1205,remetior,v,0,v1spid--4-,remet remens -,remetior
132694,r1216,remoror,v,0,v1spid--1-,remor remorat -,remoror
132682,132682,quadruplor,v,0,v1spid--1-,quadrupl quadruplat -,quadruplor
132696,r1236,renascor,v,0,v1spid--3-,renasc renat -,renascor
132697,r1243,renitor,v,0,v1spid--3-,renit renis -,renitor
132685,132685,radior,v,0,v1spid--3-,radi - radiat,radior
132699,r1331,resequor,v,0,v1spid--3-,resequ resecut -,resequor
132700,r1363,restipulor,v,0,v1spid--1-,restipul restipulat -,restipulor
132701,r1430,reuereor,v,0,v1spid--2-,reuer reuerit -,reuereor
132707,132707,ructor,v,0,v1spid--1-,ruct ructat -,ructor
132714,s0801,scrutor,v,0,v1spid--1-,scrut scrutat -,scrutor
132717,s0875,sector,v,0,v1spid--1-,sect sectat -,sector
132704,r1462,ringor,v,0,v1spid--3-,ring rict -,ringor
132708,132708,ruminor,v,0,v1spid--1-,rumin ruminat -,ruminor
132709,r1503,rusticor,v,0,v1spid--1-,rustic rusticat -,rusticor
132721,s2036,sortior,v,0,v1spid--4-,sort sortit -,sortior
132725,s2508,stipulor,v,0,v1spid--1-,stipul stipulat -,stipulor
132670,p3764,proficiscor,v,0,v1spid--3-,proficisc profect -,proficiscor
132679,p4175,protestor,v,0,v1spid--1-,protest protestat -,protestor
132727,132727,suauior,v,0,v1spid--1-,suaui suauiat -,suauior
132724,132724,spernor,v,1,v1spid--1-,spern spernat -,spernor
132665,132665,praeuertor,v,0,v1spid--3-,praeuert  -,praeuertor
132712,s0680,scitor,v,0,v1spid--1-,scit scitat -,scitor
132716,s1348,secor,v,0,v1spid--3-,sec - secut,secor
132720,s1937,solor,v,0,v1spid--1-,sol solat -,solor
132723,s2132,speculor,v,0,v1spid--1-,specul speculat -,speculor
132726,s2536,stomachor,v,0,v1spid--1-,stomach stomachat -,stomachor
132728,s2921,sublabor,v,0,v1spid--3-,sublab sublaps -,sublabor
132729,s3019,suborior,v,0,v1spid--4-,subor  -,suborior
107794,107794,discoopertus,a,0,aps---mn1-,discoopert discoopert discoopert,discoopertus
107768,d1710,disceus,n,0,n-s---mn2-,disce,disceus
107796,107796,discordialis,a,0,aps---cn3i,discordial discordial discordial,discordialis
132742,t0450,testor,v,0,v1spid--1-,test testat -,testor
132745,t1223,tricor,v,0,v1spid--1-,tric tricat -,tricor
132747,t1712,tueor,v,0,v1spid--2-,tu tuit -,tueor
132748,t1738,tumultuor,v,0,v1spid--1-,tumultu tumultuat -,tumultuor
132749,t1843,tutor,v,0,v1spid--1-,tut tutat -,tutor
132755,u0038,uagor,v,0,v1spid--1-,uag uagat -,uagor
132759,u0293,ueneror,v,0,v1spid--1-,uener uenerat -,ueneror
132763,u0476,uescor,v,0,v1spid--3-,uesc  -,uescor
132750,u0921,ulciscor,v,0,v1spid--3-,ulcisc ult -,ulciscor
132765,u1148,uociferor,v,0,v1spid--1-,uocifer uociferat -,uociferor
132771,c3836,contuor,v,0,v1spid--3-,contu  -,contuor
132782,i1290,indipiscor,v,0,v1spid--3-,indipisc indept -,indipiscor
132768,132768,ausculor,v,0,v1spid--1-,auscul ausculat -,ausculor
132770,132770,comisor,v,0,v1spid--1-,comis comisat -,comisor
132773,132773,elluor,v,0,v1spid--1-,ellu elluat -,elluor
132778,132778,fanor,v,0,v1spid--1-,fan fanat -,fanor
132781,132781,illacrimor,v,0,v1spid--1-,illacrim illacrimat -,illacrimor
132783,132783,iuror,v,0,v1spid--1-,iur iurat -,iuror
132789,132789,oscitor,v,0,v1spid--1-,oscit oscitat -,oscitor
132791,132791,praesagior,v,0,v1spid--4-,praesag  -,praesagior
132793,132793,rideor,v,0,v1spid--2-,rid  -,rideor
132794,132794,somnior,v,0,v1spid--1-,somni somniat -,somnior
132736,132736,superuehor,v,0,v1spid--3-,superueh superuect -,superuehor
132739,132739,taedeor,v,0,v1spid--3-,taed - taes,taedeor
